index,gender,occupation,educational_qualification,income,installment,arrears,deposit,shopping_frequency,average_cost,ages,number_of_browsing,number_of_raise,passive_income
12315,1,1,4,111225,12,0,157239,10,14519,37,9,2,18382
12316,0,1,4,87364,12,0,78739,8,34607,25,2,2,6689
12317,1,1,1,88702,3,1,30000,6,41144,20,2,0,5079
12318,1,1,3,121748,3,0,173747,3,3000,27,3,1,29949
12319,0,1,3,29919,0,0,120668,5,13182,45,5,0,16602
12320,1,1,3,28000,6,1,48068,7,3000,23,9,0,12671
12321,0,1,4,42416,0,0,30000,6,4022,26,3,1,18332
12322,0,1,4,28000,24,1,30000,9,52534,22,6,0,3480
12323,0,1,2,28000,6,0,136550,1,35545,29,5,0,1262
12324,1,1,3,28000,12,0,189810,3,60116,28,7,0,4411
12325,0,1,2,94294,6,0,68085,8,3000,27,8,0,25735
12326,1,1,3,200000,0,0,157389,0,3000,21,6,1,8209
12327,1,1,4,195632,3,0,167686,3,3000,40,1,1,15361
12328,1,1,3,28000,48,0,85449,6,3000,28,3,1,4964
12329,1,1,4,44677,18,0,199822,3,14368,24,5,2,507
12330,1,1,5,144959,36,0,169091,1,41807,37,2,0,11928
12331,0,1,4,94486,3,0,128281,0,3000,28,10,0,9853
12332,0,1,1,182352,24,0,44678,9,11911,44,9,0,8808
12333,1,1,4,30550,0,1,116178,7,75707,27,4,1,578
12334,1,0,5,56628,0,0,30000,10,78739,24,8,0,3753
12335,0,0,4,67532,0,0,113714,0,85504,33,2,1,4634
12336,0,1,4,58446,0,0,63335,10,5274,37,1,1,765
12337,0,1,4,50384,0,0,114999,2,3000,31,7,0,5343
12338,0,1,3,103097,0,0,126729,1,43049,43,6,0,6548
12339,0,1,4,28000,12,0,30342,10,73444,39,2,0,14107
12340,0,1,3,28000,12,0,30000,4,19512,41,1,0,13202
12341,0,1,4,28000,0,0,116240,10,5585,43,3,0,12259
12342,0,1,4,103533,0,0,30000,9,11320,27,8,0,20550
12343,0,1,5,28000,0,0,169896,1,9744,32,4,0,5830
12344,0,1,4,28000,0,0,79106,9,3000,39,1,0,7995
12345,1,1,4,42411,3,0,30000,0,16292,28,9,1,10550
12346,1,0,4,28000,24,0,40085,0,27942,28,3,0,5524
12347,1,0,4,68047,12,1,30000,2,25560,39,2,0,22131
12348,1,1,4,28000,0,0,30000,0,7685,33,8,0,2374
12349,1,1,4,126387,3,0,30000,5,69968,25,9,1,11224
12350,1,1,3,28000,0,0,30000,4,84343,37,7,0,7192
12351,1,1,4,28000,0,0,30000,5,64770,35,1,0,11970
12352,0,1,4,30035,9,0,230408,2,97066,25,2,0,8200
12353,1,0,4,99057,24,0,30000,2,3000,32,1,0,671
12354,1,0,1,28000,9,0,111758,5,3000,39,6,0,13227
12355,1,1,3,34081,0,0,106927,0,26434,44,5,1,14037
12356,1,1,1,42009,24,0,189091,4,23781,27,5,1,6634
12357,0,0,4,43444,0,1,95724,9,3000,24,6,0,17334
12358,0,0,4,76914,6,0,175950,7,27564,27,1,0,1563
12359,1,1,4,28000,3,1,92413,4,3000,42,2,2,413
12360,1,1,4,28633,12,1,171532,0,32481,40,2,3,357
12361,0,1,3,77315,0,0,55876,8,34129,21,9,0,2454
12362,0,1,4,28000,0,0,120837,10,3000,39,1,3,4109
12363,0,1,3,62633,0,1,30000,2,3000,38,3,1,10677
12364,1,0,5,45178,18,0,30000,7,35616,37,9,0,4338
12365,1,0,3,28000,48,0,30000,0,16094,40,3,0,6594
12366,1,1,3,46861,24,0,130403,3,58071,34,3,1,6590
12367,1,1,4,28000,0,0,147661,5,3000,28,5,0,2961
12368,0,1,4,66228,24,1,109075,2,30117,33,6,2,13089
12369,1,1,4,90500,24,0,57691,8,10568,38,1,1,945
12370,0,1,4,28000,24,0,80955,2,25385,22,2,2,4710
12371,1,0,5,52861,36,0,205886,0,3000,29,1,1,16505
12372,1,1,5,28000,3,0,125007,1,60830,23,2,0,1362
12373,0,1,5,54308,48,0,84862,6,38817,27,6,1,4115
12374,0,1,4,73639,12,0,30000,8,27155,37,8,0,19853
12375,1,0,5,28000,0,0,30000,8,26065,33,5,0,14497
12376,1,0,4,84841,36,0,227514,6,3000,37,6,1,5232
12377,1,0,3,36702,9,0,58661,10,3000,41,7,0,524
12378,1,0,3,28000,0,0,31063,5,23445,30,6,0,1829
12379,0,1,3,65704,3,0,30000,3,69636,23,3,0,20977
12380,1,1,4,48282,18,0,30000,0,63269,27,8,0,7347
12381,1,1,4,28000,24,0,107402,7,61038,27,2,1,2724
12382,1,1,3,28000,48,0,144231,10,25229,39,3,0,2075
12383,1,0,5,44014,3,0,166146,6,53708,27,5,0,1923
12384,1,1,5,88398,9,0,37209,10,3218,35,1,1,1751
12385,0,0,1,29003,3,0,43180,8,100000,37,2,0,1199
12386,1,0,3,28000,0,1,103261,2,3000,22,3,0,2675
12387,1,1,5,57024,0,0,30000,10,48944,33,9,1,3857
12388,0,1,2,68567,0,0,227832,1,28409,28,8,1,15124
12389,0,1,2,28000,3,0,102281,1,21121,31,1,1,8336
12390,1,1,4,70774,24,0,204323,9,51645,38,3,0,10495
12391,1,1,4,28000,0,1,159893,1,3000,30,7,2,6041
12392,0,1,3,63040,24,0,212428,8,39754,29,9,2,3210
12393,1,1,3,97026,0,0,30000,4,6422,26,9,1,16444
12394,1,0,4,59818,6,0,41247,0,7607,20,10,0,21864
12395,1,1,3,115502,0,0,30000,3,7144,34,6,2,659
12396,1,1,2,28000,0,1,30000,5,28073,21,8,1,1784
12397,1,1,4,46653,3,0,148626,2,25228,46,7,2,359
12398,0,1,4,28000,12,0,30000,5,55450,32,4,1,6669
12399,0,1,4,101952,6,0,143315,5,39203,29,2,1,8530
12400,1,1,4,28000,3,0,30000,9,3000,35,4,2,12708
12401,0,1,5,143912,9,0,30000,0,50644,38,2,1,9846
12402,1,0,4,28000,24,0,48909,0,37545,32,9,1,721
12403,1,0,4,71062,18,0,115370,5,31957,32,9,0,572
12404,1,1,4,59504,3,1,30000,7,18330,28,6,0,3494
12405,1,1,1,77905,3,0,132129,9,42123,33,4,0,1639
12406,1,1,4,79818,0,0,119931,1,20097,34,3,1,28613
12407,1,1,5,28000,3,1,75142,3,25548,20,6,0,3747
12408,1,1,4,77869,6,0,97114,4,3873,39,6,0,8699
12409,0,1,3,89814,6,0,31343,0,40703,31,10,0,2786
12410,0,0,3,126466,36,0,125382,7,84387,36,10,0,2414
12411,0,1,4,43040,9,1,111156,5,26722,23,4,0,103
12412,1,1,1,88688,0,0,30000,1,3000,22,2,0,11574
12413,0,1,4,28000,6,0,138849,0,3000,32,7,1,6224
12414,0,1,4,69387,24,0,30000,5,40119,31,10,1,16064
12415,1,1,5,74097,3,1,92616,0,40280,31,8,0,2182
12416,0,1,4,28000,3,0,30000,0,3000,22,3,0,3929
12417,1,0,5,71033,24,0,30000,0,66976,24,3,0,3967
12418,0,1,4,28000,0,0,47186,5,17356,32,8,1,21562
12419,0,1,4,112804,9,0,87023,8,50398,37,10,0,3179
12420,0,1,1,28000,3,0,113967,5,3000,35,2,0,7639
12421,1,1,3,39881,0,0,61564,5,28587,36,9,1,10224
12422,1,1,4,69183,48,0,30000,4,3000,32,2,2,4758
12423,1,0,4,81660,3,0,178807,5,100000,41,9,1,771
12424,0,0,2,43994,9,0,30000,3,49121,32,5,0,11374
12425,1,1,4,101238,9,0,67405,6,3000,29,9,0,4494
12426,1,1,4,28997,0,1,30000,2,14551,32,8,0,14934
12427,0,1,1,147977,48,0,124739,8,3000,35,1,0,1597
12428,1,1,4,28000,0,1,143113,1,53444,36,7,1,10505
12429,0,1,1,59932,3,0,30000,7,3000,26,9,0,277
12430,0,1,3,28000,0,0,46687,6,8447,41,5,0,13728
12431,0,1,4,93102,24,0,100941,4,65269,21,8,0,40000
12432,0,1,1,28000,6,0,122538,0,15977,45,6,1,6758
12433,0,1,4,99124,0,0,68540,6,49980,37,2,0,5218
12434,0,0,3,121111,48,0,30000,3,47049,23,7,2,9939
12435,1,1,3,86165,9,1,141157,5,13377,27,10,2,13172
12436,1,1,3,84592,9,0,47414,7,9945,32,2,0,10526
12437,1,1,4,31498,3,0,30000,3,31385,26,4,1,14238
12438,0,1,4,28000,0,0,30000,10,44179,31,10,0,3715
12439,0,1,5,89787,24,0,50867,0,33091,41,2,1,20
12440,0,0,2,46599,0,0,81039,2,61733,33,3,0,590
12441,1,1,5,87306,18,0,43041,3,33520,35,8,2,9096
12442,1,1,4,97461,9,0,55915,4,37814,35,3,0,6008
12443,0,1,3,28373,6,0,49733,2,14033,32,2,2,6930
12444,0,1,4,35530,24,0,157565,3,3000,33,10,1,5429
12445,1,1,2,28000,3,0,83641,0,50818,31,9,0,12298
12446,1,1,4,43320,24,0,78059,6,12399,44,5,0,7657
12447,0,1,3,28000,6,1,42028,4,9686,33,6,1,2849
12448,0,1,4,113137,18,1,111475,3,26267,44,7,0,8027
12449,1,0,4,71304,0,0,30000,7,13450,37,3,0,9663
12450,0,1,4,39946,24,0,99627,10,35042,45,3,1,7182
12451,0,1,3,28000,0,1,73822,10,3000,41,10,0,9861
12452,0,1,1,28000,9,0,164284,4,45322,41,8,2,498
12453,1,1,3,43020,0,0,30000,0,36511,34,8,2,24811
12454,1,1,2,182818,24,0,60589,4,24680,23,1,1,11493
12455,1,1,2,83999,9,1,30000,3,3000,37,5,0,4307
12456,1,1,4,28000,3,0,115977,8,3000,34,2,1,2044
12457,0,0,2,63993,9,0,85988,4,32174,20,5,1,21061
12458,1,1,1,28000,6,0,30000,6,100000,31,2,0,29022
12459,1,1,2,28000,0,0,106915,1,33688,34,8,0,1131
12460,0,1,3,124845,9,0,30000,2,3000,21,1,1,3533
12461,1,0,2,56384,0,0,30000,6,86183,30,3,2,839
12462,1,1,1,37609,0,0,70115,4,46929,24,9,0,6835
12463,1,1,4,77817,0,2,85285,7,100000,21,9,2,4719
12464,1,1,4,35687,0,0,89638,6,3000,43,2,0,8832
12465,0,1,4,41209,0,0,144223,9,19682,20,1,2,7670
12466,0,1,2,28000,9,0,61092,3,14838,21,2,1,3744
12467,1,1,1,69565,24,0,112816,8,40281,35,3,1,5146
12468,1,0,3,57697,36,0,91948,9,16967,20,9,2,10299
12469,0,1,1,28000,6,0,54265,6,33307,23,1,1,17698
12470,1,1,3,73771,3,0,128338,3,16208,21,2,0,16775
12471,1,1,4,28000,6,0,118117,8,3000,28,9,1,9801
12472,1,0,4,28000,18,0,160523,9,30309,37,1,0,14021
12473,1,1,4,79968,0,0,114237,10,43316,33,3,0,12178
12474,1,0,4,28000,3,1,127503,0,3000,25,9,0,16519
12475,0,1,4,50093,0,0,82647,4,11510,27,5,1,17313
12476,0,1,4,28000,9,1,139978,5,28801,27,2,0,68
12477,1,1,5,67233,6,0,30000,0,18540,36,1,1,3005
12478,1,1,3,109096,3,0,30000,3,22848,30,4,3,8153
12479,0,1,4,116731,48,0,30000,5,48379,35,9,0,7465
12480,0,1,4,69776,0,0,120373,9,44037,33,10,1,2715
12481,1,0,3,29492,0,0,182822,5,17843,32,5,1,6905
12482,0,0,1,28000,0,1,30000,0,9432,29,9,1,766
12483,1,1,4,122362,0,0,88051,5,5780,39,9,0,1205
12484,0,0,1,28000,24,0,98934,6,51885,22,8,1,5204
12485,0,1,4,58608,0,0,30000,2,3267,36,1,2,19593
12486,0,1,1,86757,6,0,30000,0,21959,24,9,1,4744
12487,1,0,2,87902,0,1,143986,5,31629,25,2,0,4958
12488,0,1,4,64172,9,0,101195,1,8827,20,2,0,10293
12489,1,1,1,105372,3,0,76291,7,30145,31,2,0,788
12490,1,1,4,102551,0,0,49690,5,3000,28,3,0,3115
12491,0,1,4,62242,6,0,37787,0,81112,39,2,0,9685
12492,0,1,3,127630,36,1,30000,4,49724,28,5,1,8210
12493,0,1,5,137886,18,0,123564,7,36987,25,10,0,10056
12494,0,1,5,90416,9,0,86384,6,42765,34,7,2,13868
12495,0,0,5,135791,3,0,30000,0,61598,40,5,0,8655
12496,1,1,4,28000,9,0,30000,1,25642,31,5,1,126
12497,1,1,5,28000,0,0,30000,5,24780,30,10,2,7059
12498,1,1,3,110035,3,0,149069,6,75535,28,6,1,4067
12499,1,1,4,70863,12,1,31057,3,4899,43,8,1,4305
12500,0,1,4,82620,0,1,30000,5,3000,41,4,1,9612
12501,0,1,4,148522,36,0,54093,5,34807,36,6,1,1863
12502,1,0,1,79667,0,1,49460,8,3000,22,10,1,1150
12503,0,0,3,92804,12,1,98543,0,8702,22,8,1,18089
12504,0,0,3,63311,24,0,30000,4,13904,36,6,0,5137
12505,1,1,4,42696,3,1,110310,0,3000,28,1,2,485
12506,1,1,4,28000,0,1,30000,0,9299,44,5,0,9108
12507,0,0,4,32150,9,0,117231,0,3000,24,7,0,13430
12508,1,1,4,34111,0,0,66247,6,3000,39,7,1,21303
12509,1,1,4,82227,12,0,30000,8,62618,37,1,0,20692
12510,0,1,2,42795,0,0,39215,10,3000,27,10,0,6284
12511,1,1,3,45157,12,0,30000,2,3000,36,2,0,501
12512,1,1,3,74481,3,1,30000,10,24835,37,7,1,5017
12513,0,1,4,35164,0,0,58932,6,52280,35,2,2,6584
12514,0,1,4,83692,0,0,38281,7,13943,35,1,3,33969
12515,0,1,4,28000,0,1,30000,5,29772,21,2,0,502
12516,0,1,4,101446,3,0,87739,3,3000,26,3,2,6842
12517,1,1,4,63086,3,1,82421,4,51095,25,6,0,20185
12518,0,1,5,84187,3,0,58993,0,93618,34,4,0,1096
12519,0,1,4,29373,36,0,119976,5,3000,37,2,0,2044
12520,1,1,2,28000,6,0,90248,0,44758,32,1,1,2579
12521,1,1,5,31478,18,0,57207,10,3000,36,5,0,421
12522,1,0,4,62150,0,0,30000,5,7446,31,10,0,2702
12523,1,1,2,62545,0,0,72591,3,48505,31,10,2,13638
12524,1,0,3,120575,48,0,239482,10,17262,35,9,0,15301
12525,0,0,3,59989,0,0,135036,1,7818,22,1,0,4661
12526,0,1,5,32724,24,0,37791,1,14799,29,10,2,17124
12527,1,1,3,28000,3,0,30000,10,4234,29,9,1,5900
12528,1,1,3,76969,0,0,63369,1,3000,34,3,1,434
12529,0,1,4,65381,3,1,30000,0,17172,36,7,0,9474
12530,1,1,3,94005,9,0,94064,6,75241,37,3,1,3212
12531,1,1,3,36036,24,0,30000,5,29536,30,2,1,5649
12532,1,1,4,69057,6,0,151986,3,20807,22,5,0,8429
12533,1,1,4,30716,0,0,46413,3,34107,37,8,1,2058
12534,1,0,1,138779,9,0,146592,0,22011,36,2,1,2280
12535,0,1,4,33615,24,0,171659,3,58569,30,4,0,3863
12536,1,1,5,62887,0,1,108945,8,27541,33,7,1,1616
12537,1,1,4,69951,48,0,30000,6,34060,39,5,2,1727
12538,0,1,3,41055,9,0,40194,9,22533,32,6,0,6843
12539,0,1,4,28000,0,0,30000,4,3000,42,3,1,7862
12540,1,1,4,152486,3,0,158812,10,18498,32,6,0,19109
12541,0,0,4,123453,0,0,203537,6,24626,37,4,2,13110
12542,0,0,2,98858,9,0,54017,3,3000,27,5,1,1860
12543,0,1,5,28000,3,1,116354,5,3000,28,8,1,12521
12544,0,1,4,28000,6,1,30000,8,3000,30,10,0,11971
12545,1,1,3,49268,3,0,47230,3,3000,31,3,0,31438
12546,1,1,3,28000,6,0,151542,0,3276,31,1,0,2334
12547,0,1,4,34738,0,0,50695,0,52286,38,10,1,9600
12548,0,1,4,78906,9,0,147881,9,39986,37,7,0,33364
12549,1,1,4,28000,6,0,140986,2,81765,28,10,0,7791
12550,0,1,1,28000,3,0,54574,0,38593,44,9,1,5795
12551,0,1,4,45803,6,0,168603,5,3000,39,3,0,7271
12552,1,1,5,28000,24,0,30000,0,58173,28,4,0,2509
12553,1,1,4,97893,6,0,37697,10,27926,38,1,0,991
12554,0,1,1,28000,3,0,98359,6,81836,45,2,0,32667
12555,0,1,4,119743,9,0,30000,3,22916,40,7,0,3077
12556,1,0,5,28000,9,0,92612,0,50325,23,7,1,1178
12557,0,1,3,28000,9,0,99301,6,29100,22,2,0,12710
12558,1,1,4,28000,0,0,48201,10,17960,42,5,1,26852
12559,0,1,2,28000,9,0,30000,3,3000,29,3,1,5730
12560,0,0,4,28000,3,1,30000,8,35702,23,7,0,15791
12561,0,0,3,103177,48,2,94418,1,26489,34,2,0,3575
12562,0,1,3,114501,3,1,32183,9,38443,24,10,2,2527
12563,0,0,4,28000,0,0,30000,7,3000,39,7,1,15611
12564,1,1,3,146440,24,1,53071,5,3000,37,10,1,2530
12565,0,1,4,61544,0,0,103586,9,32102,21,8,1,389
12566,1,1,4,116405,6,0,113594,7,16801,35,7,1,16531
12567,1,1,4,82828,36,0,227149,4,59344,27,7,1,11378
12568,1,1,4,54468,3,0,30000,7,41694,41,2,0,1943
12569,0,1,5,89517,0,0,159095,5,3935,25,3,0,570
12570,0,1,4,86396,0,0,43517,4,3000,36,2,1,5518
12571,0,1,4,28000,0,0,83557,4,36320,33,9,1,9987
12572,0,1,4,113993,24,0,214500,10,21762,20,7,1,10566
12573,1,1,4,31636,0,0,58661,6,3000,28,3,0,13106
12574,1,1,4,28000,24,2,30000,2,78931,24,1,0,2108
12575,0,1,4,84062,0,0,47361,9,11404,41,9,0,2356
12576,0,1,5,29784,0,1,95457,5,3731,33,3,1,2487
12577,0,0,4,125733,0,0,30000,6,84411,39,9,0,3266
12578,1,1,4,87667,6,0,30000,4,47909,22,9,2,4641
12579,1,1,4,28000,0,0,107890,7,59547,21,10,1,21043
12580,1,1,4,76102,0,1,30000,5,58941,38,5,1,1828
12581,1,1,4,28000,48,0,100729,9,61053,26,2,0,6472
12582,0,1,2,38222,3,1,72608,3,13476,26,7,3,1956
12583,0,1,5,174511,9,1,44383,5,5026,36,5,1,5260
12584,0,1,3,28000,3,0,30000,1,30440,41,6,1,6942
12585,0,1,4,54735,6,0,54415,4,15350,26,8,1,5187
12586,1,1,4,59667,0,0,66815,8,25081,40,2,1,9263
12587,1,1,4,62111,48,0,65394,8,3000,42,1,0,4025
12588,1,1,4,28000,0,2,74930,4,32342,41,1,2,4007
12589,1,1,1,28000,3,0,58881,6,18280,32,8,1,7666
12590,1,0,2,55618,0,1,188068,1,82665,38,6,2,2138
12591,1,0,4,28000,18,1,234275,0,3000,38,6,2,1748
12592,1,1,3,28000,36,0,30000,9,34050,36,3,0,14078
12593,1,1,5,92949,0,0,78615,4,53826,35,2,1,7602
12594,0,1,5,123533,3,0,188965,1,41137,27,2,2,2574
12595,0,1,4,36006,0,0,54315,9,18460,34,2,2,5900
12596,0,1,3,46259,0,0,161573,7,35868,27,9,1,8975
12597,0,1,4,31005,24,1,50867,0,15457,28,5,0,2009
12598,0,1,4,69540,9,0,30000,5,29464,29,5,0,22377
12599,0,1,4,29329,3,0,120588,10,36834,35,1,0,7565
12600,0,1,3,28000,3,1,30000,7,25067,32,3,0,16451
12601,0,0,4,28000,9,0,110094,5,33687,34,6,0,26583
12602,1,1,4,81685,3,0,86921,10,52531,34,8,0,3284
12603,1,1,4,45212,3,0,30000,10,75364,33,9,1,5742
12604,1,1,3,71707,6,0,85199,10,32599,35,6,2,3885
12605,1,1,3,84568,24,0,33908,8,47846,34,5,0,5558
12606,1,1,4,88211,3,0,83548,2,64102,27,1,0,5682
12607,1,1,2,28000,9,0,30000,9,3000,35,2,1,8865
12608,0,1,4,28000,3,0,60716,0,21629,32,7,2,9657
12609,0,0,3,76750,24,0,67469,9,3000,25,7,1,5401
12610,1,1,2,28000,3,0,30000,4,68462,21,2,1,6277
12611,0,1,4,82554,36,0,120184,5,58023,36,1,0,14209
12612,1,1,4,65541,3,0,58005,0,23937,39,9,0,1270
12613,0,0,4,79984,0,0,30000,0,49961,40,2,0,7283
12614,0,0,4,159556,18,1,30000,6,8308,25,7,1,3509
12615,0,0,4,69605,24,0,184669,3,33243,21,6,0,2258
12616,0,1,4,28000,0,0,71863,2,29803,25,4,2,4243
12617,0,1,5,28000,3,0,123391,4,38472,38,5,1,26635
12618,0,1,4,93129,48,0,30000,6,3000,37,3,2,22713
12619,0,1,4,42945,3,0,112180,0,3000,38,8,0,8358
12620,1,0,4,29992,9,0,139711,0,3000,27,7,3,1664
12621,1,1,2,102935,3,1,157390,9,67631,25,10,1,3620
12622,0,0,4,110940,3,0,111744,6,74832,34,3,1,5780
12623,1,1,4,121985,3,0,30000,7,73924,47,10,2,9931
12624,0,0,4,96420,3,0,135308,4,30912,29,6,0,406
12625,1,1,4,152457,36,0,30000,7,51637,32,5,2,1744
12626,0,1,4,107115,6,0,91415,1,5526,27,3,0,15769
12627,1,1,5,28000,48,0,77146,0,22846,34,4,0,2997
12628,1,0,4,28000,0,0,30000,6,32191,29,8,0,1044
12629,1,1,3,55997,9,0,156616,1,64593,28,1,0,15753
12630,0,1,4,59007,0,0,57795,0,30850,40,3,0,1802
12631,0,0,4,90162,36,0,208561,5,33783,29,10,0,2429
12632,1,0,1,34260,6,0,192301,6,3000,45,7,2,6840
12633,1,1,4,66903,24,0,77748,10,28254,42,8,2,2119
12634,0,1,3,111422,9,0,69432,0,44117,26,5,2,5377
12635,0,1,4,99583,0,0,30000,0,3000,31,2,0,40000
12636,0,1,4,65654,48,0,85345,5,6152,36,10,2,16896
12637,0,1,1,28000,0,0,40486,5,83713,33,2,1,1916
12638,1,1,4,46318,24,0,126326,4,36138,38,9,1,17664
12639,1,0,5,73857,24,0,30000,8,33174,22,8,2,5080
12640,0,1,4,28000,9,0,30000,10,26398,33,8,0,5345
12641,1,0,4,28000,24,0,31601,5,20310,44,8,0,894
12642,0,1,1,35062,3,0,65208,6,67177,39,4,1,22162
12643,1,1,2,78430,0,0,68925,6,49589,26,1,2,11761
12644,1,1,4,63188,48,0,158526,2,3000,23,4,1,3262
12645,0,0,5,146968,3,1,30000,7,17097,23,9,2,568
12646,1,1,4,129080,3,0,119816,0,72513,37,2,1,4181
12647,1,1,1,28000,0,0,98436,4,54950,41,5,1,873
12648,0,1,4,181063,0,0,183162,3,80250,41,2,0,5908
12649,1,1,3,28000,0,0,36754,5,72388,21,3,1,6089
12650,1,1,4,90850,3,0,30000,10,48104,30,2,1,4878
12651,1,0,3,94010,0,1,30000,5,20077,39,2,1,2598
12652,0,1,4,176548,18,0,150121,1,9515,39,1,0,4158
12653,0,1,4,28000,6,0,139558,3,3000,34,6,2,1150
12654,1,1,3,73583,0,0,30000,0,43938,40,1,0,6049
12655,1,1,2,28000,3,0,73386,8,12704,41,10,0,6888
12656,0,0,4,89434,24,0,143178,5,3000,38,1,0,6946
12657,0,1,4,57230,18,1,159297,5,18620,37,10,1,238
12658,0,1,5,84499,12,0,103998,3,66503,29,2,0,7391
12659,0,1,4,100809,24,0,34803,0,71305,29,10,1,2182
12660,1,1,4,92310,3,0,75745,2,14328,32,7,0,1276
12661,1,0,1,28000,0,1,51507,3,3000,33,1,0,14759
12662,0,1,1,28000,0,0,30000,10,3000,23,1,1,108
12663,1,0,5,101380,9,0,103456,10,12637,41,2,1,9252
12664,0,1,4,28000,3,0,35584,2,16277,30,6,2,3686
12665,1,1,5,89988,6,0,30000,9,12133,37,10,0,7124
12666,0,1,2,28000,24,0,30000,0,3000,40,1,0,24453
12667,0,0,3,63753,0,0,30000,6,70296,37,2,0,13375
12668,0,1,3,49287,18,0,47423,7,83535,25,9,1,1698
12669,0,1,4,69580,9,1,32409,6,76239,32,9,0,10684
12670,1,1,4,113932,0,0,59447,4,3000,42,3,0,9371
12671,0,1,3,28000,3,0,78200,0,81630,22,6,0,822
12672,0,1,3,104092,0,1,30000,0,33884,24,10,0,3212
12673,0,0,1,93106,3,0,96310,0,3000,25,5,2,758
12674,1,1,4,86805,6,1,30000,10,3000,38,6,0,11561
12675,1,0,5,79017,18,0,68902,3,21081,34,7,0,14059
12676,1,1,4,28000,24,0,78035,9,17053,35,1,2,9649
12677,0,1,4,28000,9,0,39737,4,3000,38,2,1,5661
12678,0,1,3,33867,0,0,94777,0,38724,27,5,1,25528
12679,0,1,4,120071,0,0,30000,5,68035,26,8,0,10250
12680,1,1,4,109284,12,0,82373,7,16972,39,10,2,4074
12681,0,1,3,81736,0,0,30000,2,73973,40,5,0,3645
12682,0,1,2,34369,0,0,30000,0,25845,37,8,2,2236
12683,1,1,3,104242,24,0,122943,1,29562,30,6,0,6509
12684,1,1,4,28000,18,0,67351,7,38193,36,2,0,20069
12685,0,1,4,28000,0,0,30000,5,53740,28,5,1,3420
12686,1,0,4,61877,0,0,101572,0,3000,36,7,1,4403
12687,0,1,4,35606,6,0,39419,8,14064,29,2,0,4846
12688,0,1,4,31746,9,0,30000,0,20201,22,1,0,3971
12689,0,1,3,158077,48,1,30140,10,21957,21,5,0,9642
12690,1,1,1,28000,12,0,30000,7,77247,20,6,1,1072
12691,0,0,2,28000,18,0,49940,3,48171,35,8,1,8450
12692,0,1,3,34855,3,0,30000,3,60623,28,1,0,9908
12693,0,1,4,53175,24,0,76275,10,3000,25,3,0,120
12694,1,0,4,38785,9,0,140576,3,3000,41,6,1,9058
12695,1,0,3,28000,24,0,93524,4,3000,20,1,1,9393
12696,1,1,1,60333,36,0,30000,0,34155,32,1,1,1420
12697,1,1,4,33812,0,0,30000,5,36564,32,9,1,19133
12698,1,1,5,28000,48,0,30000,1,21675,23,2,0,15030
12699,1,1,4,62200,0,0,118015,9,13461,46,8,0,104
12700,1,1,2,64368,0,0,30000,0,62384,23,4,1,9722
12701,1,1,2,28000,0,0,119402,4,16814,40,6,1,2491
12702,1,1,5,116871,3,0,55543,1,17217,26,5,0,6002
12703,0,1,4,139457,0,2,56696,6,3000,37,7,1,26306
12704,0,1,3,95925,0,0,82201,0,28349,42,6,0,3818
12705,1,0,4,28000,0,1,68519,8,3000,33,6,1,1542
12706,0,1,4,125403,48,0,193908,6,3000,29,1,0,5334
12707,0,1,4,28000,24,0,126758,7,3000,27,3,1,6166
12708,1,0,4,49616,6,0,30000,7,34751,34,7,0,6658
12709,1,1,3,47342,9,0,30000,5,12802,28,10,1,11852
12710,1,0,2,41279,18,0,43535,2,26993,38,10,1,22076
12711,0,0,3,87426,3,1,120613,9,64631,25,7,0,1553
12712,0,0,1,28000,0,1,137838,6,3000,30,7,0,6725
12713,1,1,1,39852,3,0,30093,6,3000,39,8,0,33819
12714,1,0,1,80543,0,1,89426,1,3000,29,6,3,28049
12715,1,0,4,28000,0,0,30000,1,3000,33,1,0,4448
12716,1,0,4,59687,0,0,49541,5,3000,33,8,1,5518
12717,0,0,4,38700,3,0,82183,7,19262,21,8,2,508
12718,0,1,4,28000,0,0,30000,0,14330,34,7,1,10052
12719,0,1,4,29995,24,0,102920,0,66050,27,5,0,20571
12720,0,1,5,74661,0,1,113618,3,3000,23,2,1,10448
12721,0,1,3,112193,24,0,30000,1,77971,28,8,0,3911
12722,0,0,4,28000,18,0,30000,4,3000,42,9,1,1095
12723,0,1,4,28000,9,0,30000,0,45338,38,8,0,1722
12724,0,1,4,48181,3,0,114046,3,3000,36,6,2,5174
12725,1,1,1,49658,0,0,94537,4,14857,36,2,0,6056
12726,0,1,4,84075,9,0,213977,4,3000,36,10,0,9033
12727,0,1,3,39050,3,0,30000,2,3000,34,5,1,2165
12728,0,0,3,28000,0,0,113179,5,79635,41,8,3,26958
12729,0,1,4,28000,9,1,204967,6,52988,28,9,0,6011
12730,1,1,2,32584,0,0,186787,9,94320,30,6,0,2494
12731,1,0,3,66236,9,0,30000,4,22557,20,9,2,9190
12732,1,1,3,92153,48,0,123313,1,9928,20,2,1,22792
12733,0,1,4,90273,9,0,30000,6,3000,20,7,1,19607
12734,0,1,4,28000,9,0,30000,3,11511,38,5,0,13765
12735,1,0,4,28000,3,1,58887,1,25687,40,5,0,8125
12736,1,0,2,28000,9,1,30000,6,36154,39,6,0,255
12737,0,1,3,103711,0,0,177142,4,14145,40,5,0,3582
